X,Y,Z_bird,SC_X1255Q,SC_X125I,SC_X125Q,SC_X12I,SC_X12Q,SC_X19905I,SC_X19905Q,SC_X1990I,SC_X1990Q,SC_X199I,SC_X199Q,SC_X19I,SC_X19Q,SC_X31547I,SC_X31547Q,SC_X3154I,SC_X3154Q,SC_X315I,SC_X315Q,SC_X31I,SC_X31Q,SC_X5000I,SC_X5000Q,SC_X500I,SC_X500Q,SC_X50I,SC_X50Q,SC_X5I,SC_X5Q,SC_X7924I,SC_X7924Q,SC_X792I,SC_X792Q,SC_X79I,SC_X79Q,SC_X8I,SC_X8Q,SC_Y12559I,SC_Y12559Q,SC_Y1255I,SC_Y1255Q,SC_Y125I,SC_Y125Q,SC_Y12I,SC_Y12Q,SC_Y19905I,SC_Y19905Q,SC_Y1990I,SC_Y1990Q,SC_Y199I,SC_Y199Q,SC_Y19I,SC_Y19Q,SC_Y31547I,SC_Y31547Q,SC_Y3154I,SC_Y3154Q,SC_Y315I,SC_Y315Q,SC_Y31I,SC_Y31Q,SC_Y5000I,SC_Y5000Q,SC_Y500I,SC_Y500Q,SC_Y50I,SC_Y50Q,SC_Y5I,SC_Y5Q,SC_Y7924I,SC_Y7924Q,SC_Y792I,SC_Y792Q,SC_Y79I,SC_Y79Q,SC_Y8I,SC_Y8Q,SC_Z12559I,SC_Z12559Q,SC_Z1255I,SC_Z1255Q,SC_Z125I,SC_Z125Q,SC_Z12I,SC_Z12Q,SC_Z19905I,SC_Z19905Q,SC_Z1990I,SC_Z1990Q,SC_Z199I,SC_Z199Q,SC_Z19I,SC_Z19Q,SC_Z31547I,SC_Z31547Q,SC_Z3154I,SC_Z3154Q,SC_Z315I,SC_Z315Q,SC_Z31I,SC_Z31Q,SC_Z5000I,SC_Z5000Q,SC_Z500I,SC_Z500Q,SC_Z50I,SC_Z50Q,SC_Z5I,SC_Z5Q,SC_Z7924I,SC_Z7924Q,SC_Z792I,SC_Z792Q,SC_Z79I,SC_Z79Q,SC_Z8I,SC_Z8Q,TOMF_X12559I,TOMF_X12559Q,TOMF_X1255I,TOMF_X1255Q,TOMF_X125I,TOMF_X125Q,TOMF_X12I,TOMF_X12Q,TOMF_X19905I,TOMF_X19905Q,TOMF_X1990I,TOMF_X1990Q,TOMF_X199I,TOMF_X199Q,TOMF_X19I,TOMF_X19Q,TOMF_X31547I,TOMF_X31547Q,TOMF_X3154I,TOMF_X3154Q,TOMF_X315I,TOMF_X315Q,TOMF_X31I,TOMF_X31Q,TOMF_X5000I,TOMF_X5000Q,TOMF_X500I,TOMF_X500Q,TOMF_X50I,TOMF_X50Q,TOMF_X5I,TOMF_X5Q,TOMF_X7924I,TOMF_X7924Q,TOMF_X792I,TOMF_X792Q,TOMF_X79I,TOMF_X79Q,TOMF_X8I,TOMF_X8Q,TOMF_Y12559I,TOMF_Y12559Q,TOMF_Y1255I,TOMF_Y1255Q,TOMF_Y125I,TOMF_Y125Q,TOMF_Y12I,TOMF_Y12Q,TOMF_Y19905I,TOMF_Y19905Q,TOMF_Y1990I,TOMF_Y1990Q,TOMF_Y199I,TOMF_Y199Q,TOMF_Y19I,TOMF_Y19Q,TOMF_Y31547I,TOMF_Y31547Q,TOMF_Y3154I,TOMF_Y3154Q,TOMF_Y315I,TOMF_Y315Q,TOMF_Y31I,TOMF_Y31Q,TOMF_Y5000I,TOMF_Y5000Q,TOMF_Y500I,TOMF_Y500Q,TOMF_Y50I,TOMF_Y50Q,TOMF_Y5I,TOMF_Y5Q,TOMF_Y7924I,TOMF_Y7924Q,TOMF_Y792I,TOMF_Y792Q,TOMF_Y79I,TOMF_Y79Q,TOMF_Y8I,TOMF_Y8Q,TOMF_Z12559I,TOMF_Z12559Q,TOMF_Z1255I,TOMF_Z1255Q,TOMF_Z125I,TOMF_Z125Q,TOMF_Z12I,TOMF_Z12Q,TOMF_Z19905I,TOMF_Z19905Q,TOMF_Z1990I,TOMF_Z1990Q,TOMF_Z199I,TOMF_Z199Q,TOMF_Z19I,TOMF_Z19Q,TOMF_Z31547I,TOMF_Z31547Q,TOMF_Z3154I,TOMF_Z3154Q,TOMF_Z315I,TOMF_Z315Q,TOMF_Z31I,TOMF_Z31Q,TOMF_Z5000I,TOMF_Z5000Q,TOMF_Z500I,TOMF_Z500Q,TOMF_Z50I,TOMF_Z50Q,TOMF_Z5I,TOMF_Z5Q,TOMF_Z7924I,TOMF_Z7924Q,TOMF_Z792I,TOMF_Z792Q,TOMF_Z79I,TOMF_Z79Q,TOMF_Z8I,TOMF_Z8Q
-10000,0,30,9.29E-06,0.000165145,-0.000445273,-0.001380334,0.000179309,4.88E-11,5.27E-10,-2.47E-07,1.30E-06,0.000156724,-0.000189218,-0.001478663,-0.000249508,3.04E-11,-2.94E-11,-2.26E-07,3.45E-07,0.000110092,-6.74E-05,-0.001221545,-0.000776075,-9.61E-08,1.27E-08,6.35E-05,-6.58E-06,-0.00061883,-0.0010201,-0.00088739,0.000485057,-7.06E-09,-1.87E-08,2.57E-05,1.36E-05,-6.19E-05,-0.000823657,-0.00115212,0.000402849,-6.99E-18,-1.14E-17,5.81E-16,2.88E-14,2.83E-13,-1.41E-12,-3.04E-12,4.28E-13,2.41E-18,-5.14E-19,1.06E-16,2.77E-15,4.56E-13,-6.24E-13,-3.32E-12,-3.22E-13,-2.11E-19,3.79E-20,-1.59E-16,1.13E-15,3.27E-13,-2.05E-13,-3.04E-12,-1.41E-12,-1.97E-16,1.83E-16,1.83E-13,-2.87E-14,-1.97E-12,-2.22E-12,-2.12E-12,9.67E-13,-5.21E-17,-4.51E-18,8.10E-14,3.50E-14,-6.02E-13,-2.18E-12,-2.60E-12,8.08E-13,-1.56E-10,9.24E-11,4.51E-07,-4.87E-07,-0.000138207,3.35E-06,0.001294781,0.000564689,-6.18E-12,-2.05E-11,5.38E-08,-4.76E-08,-3.76E-05,-9.93E-06,0.000913805,0.000924294,-7.23E-14,1.91E-12,1.73E-08,-5.96E-09,-1.58E-05,-3.65E-06,0.000281902,0.000996995,2.64E-09,1.11E-09,-5.70E-06,-4.58E-06,-0.000211634,0.000651548,0.001309459,-0.000131105,2.96E-10,4.90E-10,-7.85E-07,-2.45E-06,-0.000292874,0.000211953,0.001393884,0.000189567,1.00003338,2.30E-05,1.00000215,9.14E-06,1.00016546,-0.00044555,0.998619735,0.000179217,1.0000664,4.82E-05,1.00000274,1.70E-06,1.00015712,-0.000189549,0.998521447,-0.000249623,1.00013471,9.92E-05,1.00000489,2.06E-06,1.00011063,-6.78E-05,0.998778582,-0.000776221,1.00000906,4.58E-06,1.00006437,-6.98E-06,0.999381363,-0.001020283,0.999112666,0.000484997,1.00001717,1.06E-05,1.00002694,1.32E-05,0.999938309,-0.000823884,0.998847961,0.000402775,-6.99E-18,-1.14E-17,5.81E-16,2.88E-14,2.83E-13,-1.41E-12,-3.04E-12,4.28E-13,2.41E-18,-5.14E-19,1.06E-16,2.77E-15,4.56E-13,-6.24E-13,-3.32E-12,-3.22E-13,-2.11E-19,3.79E-20,-1.59E-16,1.13E-15,3.27E-13,-2.05E-13,-3.04E-12,-1.41E-12,-1.97E-16,1.83E-16,1.83E-13,-2.87E-14,-1.97E-12,-2.22E-12,-2.12E-12,9.67E-13,-5.21E-17,-4.51E-18,8.10E-14,3.50E-14,-6.02E-13,-2.18E-12,-2.60E-12,8.08E-13,-1.56E-10,9.24E-11,4.51E-07,-4.87E-07,-0.000138207,3.35E-06,0.001294781,0.000564689,-6.18E-12,-2.05E-11,5.38E-08,-4.76E-08,-3.76E-05,-9.93E-06,0.000913805,0.000924294,-7.23E-14,1.91E-12,1.73E-08,-5.96E-09,-1.58E-05,-3.65E-06,0.000281902,0.000996995,2.64E-09,1.11E-09,-5.70E-06,-4.58E-06,-0.000211634,0.000651548,0.001309459,-0.000131105,2.96E-10,4.90E-10,-7.85E-07,-2.45E-06,-0.000292874,0.000211953,0.001393884,0.000189567
-9900,0,30,9.58E-06,0.000166936,-0.000462957,-0.001397372,0.000191321,7.25E-11,5.40E-10,-2.54E-07,1.34E-06,0.000162515,-0.000196736,-0.001503868,-0.000240344,3.00E-11,-3.09E-11,-2.32E-07,3.55E-07,0.000113988,-6.94E-05,-0.001253096,-0.000777585,-9.86E-08,1.37E-08,6.55E-05,-6.73E-06,-0.000646063,-0.001036449,-0.00089489,0.000493721,-7.51E-09,-1.90E-08,2.65E-05,1.40E-05,-7.42E-05,-0.000847148,-0.001163458,0.000413845,-6.88E-18,-1.17E-17,5.98E-16,3.03E-14,2.80E-13,-1.49E-12,-3.13E-12,4.57E-13,2.39E-18,-5.81E-19,1.12E-16,2.91E-15,4.85E-13,-6.66E-13,-3.42E-12,-3.06E-13,-2.30E-19,8.26E-20,-1.68E-16,1.19E-15,3.47E-13,-2.14E-13,-3.16E-12,-1.42E-12,-2.07E-16,1.91E-16,1.92E-13,-3.00E-14,-2.08E-12,-2.28E-12,-2.18E-12,1.00E-12,-5.40E-17,-5.33E-18,8.53E-14,3.68E-14,-6.72E-13,-2.27E-12,-2.68E-12,8.41E-13,-1.56E-10,9.62E-11,4.72E-07,-5.09E-07,-0.000147019,7.12E-06,0.001330673,0.000565585,-7.10E-12,-2.02E-11,5.65E-08,-4.96E-08,-4.08E-05,-1.10E-05,0.000949295,0.000937247,6.58E-15,1.93E-12,1.80E-08,-6.22E-09,-1.64E-05,-4.26E-06,0.000306515,0.001022802,2.78E-09,1.15E-09,-5.90E-06,-4.76E-06,-0.000206091,0.000679631,0.00133533,-0.000141053,3.01E-10,5.07E-10,-8.24E-07,-2.57E-06,-0.0003011,0.000228958,0.001425593,0.000183301,1.00003338,2.30E-05,1.00000215,9.43E-06,1.00016725,-0.000463233,0.998602748,0.000191229,1.0000664,4.82E-05,1.00000274,1.74E-06,1.00016296,-0.000197066,0.998496234,-0.000240459,1.00013471,9.92E-05,1.00000489,2.07E-06,1.00011456,-6.98E-05,0.998747051,-0.000777731,1.00000906,4.58E-06,1.00006628,-7.13E-06,0.999354124,-0.001036633,0.999105155,0.000493661,1.00001717,1.06E-05,1.00002766,1.36E-05,0.99992609,-0.000847375,0.998836637,0.00041377,-6.88E-18,-1.17E-17,5.98E-16,3.03E-14,2.80E-13,-1.49E-12,-3.13E-12,4.57E-13,2.39E-18,-5.81E-19,1.12E-16,2.91E-15,4.85E-13,-6.66E-13,-3.42E-12,-3.06E-13,-2.30E-19,8.26E-20,-1.68E-16,1.19E-15,3.47E-13,-2.14E-13,-3.16E-12,-1.42E-12,-2.07E-16,1.91E-16,1.92E-13,-3.00E-14,-2.08E-12,-2.28E-12,-2.18E-12,1.00E-12,-5.40E-17,-5.33E-18,8.53E-14,3.68E-14,-6.72E-13,-2.27E-12,-2.68E-12,8.41E-13,-1.56E-10,9.62E-11,4.72E-07,-5.09E-07,-0.000147019,7.12E-06,0.001330673,0.000565585,-7.10E-12,-2.02E-11,5.65E-08,-4.96E-08,-4.08E-05,-1.10E-05,0.000949295,0.000937247,6.58E-15,1.93E-12,1.80E-08,-6.22E-09,-1.64E-05,-4.26E-06,0.000306515,0.001022802,2.78E-09,1.15E-09,-5.90E-06,-4.76E-06,-0.000206091,0.000679631,0.00133533,-0.000141053,3.01E-10,5.07E-10,-8.24E-07,-2.57E-06,-0.0003011,0.000228958,0.001425593,0.000183301
-9800,0,30,9.88E-06,0.000168882,-0.000481556,-0.001414677,0.000203747,9.78E-11,5.52E-10,-2.60E-07,1.38E-06,0.000168717,-0.000204463,-0.001529613,-0.000230658,2.94E-11,-3.24E-11,-2.38E-07,3.66E-07,0.000117995,-7.13E-05,-0.001285652,-0.000778722,-1.01E-07,1.47E-08,6.75E-05,-6.89E-06,-0.000674562,-0.001053075,-0.000902494,0.000502578,-7.96E-09,-1.93E-08,2.74E-05,1.44E-05,-8.72E-05,-0.000871634,-0.00117495,0.000425133,-6.90E-18,-1.21E-17,6.09E-16,3.17E-14,2.97E-13,-1.58E-12,-3.23E-12,4.91E-13,2.40E-18,-6.84E-19,1.19E-16,3.04E-15,5.19E-13,-6.95E-13,-3.55E-12,-2.90E-13,-2.67E-19,1.37E-19,-1.75E-16,1.24E-15,3.62E-13,-2.18E-13,-3.31E-12,-1.44E-12,-2.16E-16,1.99E-16,1.99E-13,-3.18E-14,-2.21E-12,-2.36E-12,-2.25E-12,1.04E-12,-5.59E-17,-6.05E-18,8.94E-14,3.82E-14,-7.28E-13,-2.39E-12,-2.77E-12,8.81E-13,-1.55E-10,9.96E-11,4.92E-07,-5.31E-07,-0.000156414,1.09E-05,0.001367521,0.000566288,-8.15E-12,-1.98E-11,5.94E-08,-5.16E-08,-4.42E-05,-1.23E-05,0.000985926,0.00095031,9.80E-14,1.94E-12,1.87E-08,-6.50E-09,-1.69E-05,-4.88E-06,0.000332187,0.001049288,2.93E-09,1.18E-09,-6.12E-06,-4.90E-06,-0.000200142,0.000708844,0.001361792,-0.000151318,3.04E-10,5.25E-10,-8.68E-07,-2.69E-06,-0.00030977,0.000246801,0.001458064,0.000176737,1.00003338,2.30E-05,1.00000215,9.72E-06,1.00016916,-0.000481833,0.998585403,0.000203655,1.0000664,4.82E-05,1.00000274,1.78E-06,1.00016916,-0.000204794,0.998470485,-0.000230774,1.00013471,9.92E-05,1.00000489,2.08E-06,1.00011861,-7.17E-05,0.998714507,-0.000778869,1.00000906,4.58E-06,1.00006831,-7.29E-06,0.999325633,-0.001053258,0.999097586,0.000502519,1.00001717,1.06E-05,1.00002849,1.40E-05,0.999913037,-0.000871861,0.998825133,0.000425058,-6.90E-18,-1.21E-17,6.09E-16,3.17E-14,2.97E-13,-1.58E-12,-3.23E-12,4.91E-13,2.40E-18,-6.84E-19,1.19E-16,3.04E-15,5.19E-13,-6.95E-13,-3.55E-12,-2.90E-13,-2.67E-19,1.37E-19,-1.75E-16,1.24E-15,3.62E-13,-2.18E-13,-3.31E-12,-1.44E-12,-2.16E-16,1.99E-16,1.99E-13,-3.18E-14,-2.21E-12,-2.36E-12,-2.25E-12,1.04E-12,-5.59E-17,-6.05E-18,8.94E-14,3.82E-14,-7.28E-13,-2.39E-12,-2.77E-12,8.81E-13,-1.55E-10,9.96E-11,4.92E-07,-5.31E-07,-0.000156414,1.09E-05,0.001367521,0.000566288,-8.15E-12,-1.98E-11,5.94E-08,-5.16E-08,-4.42E-05,-1.23E-05,0.000985926,0.00095031,9.80E-14,1.94E-12,1.87E-08,-6.50E-09,-1.69E-05,-4.88E-06,0.000332187,0.001049288,2.93E-09,1.18E-09,-6.12E-06,-4.90E-06,-0.000200142,0.000708844,0.001361792,-0.000151318,3.04E-10,5.25E-10,-8.68E-07,-2.69E-06,-0.00030977,0.000246801,0.001458064,0.000176737
-9700,0,30,1.02E-05,0.000171107,-0.000501078,-0.001432344,0.00021663,1.25E-10,5.64E-10,-2.67E-07,1.42E-06,0.000175366,-0.000212332,-0.001556031,-0.000220437,2.85E-11,-3.38E-11,-2.44E-07,3.77E-07,0.00012209,-7.31E-05,-0.001319361,-0.000779555,-1.04E-07,1.57E-08,6.95E-05,-7.07E-06,-0.000704397,-0.001070137,-0.000910251,0.000511665,-8.43E-09,-1.97E-08,2.82E-05,1.48E-05,-0.000100951,-0.00089726,-0.001186662,0.000436755,-7.01E-18,-1.25E-17,6.12E-16,3.30E-14,3.23E-13,-1.67E-12,-3.35E-12,5.29E-13,2.42E-18,-8.17E-19,1.22E-16,3.16E-15,5.57E-13,-7.21E-13,-3.70E-12,-2.73E-13,-3.16E-19,2.00E-19,-1.84E-16,1.29E-15,3.76E-13,-2.20E-13,-3.47E-12,-1.48E-12,-2.25E-16,2.05E-16,2.06E-13,-3.37E-14,-2.34E-12,-2.46E-12,-2.33E-12,1.09E-12,-5.75E-17,-6.80E-18,9.33E-14,3.95E-14,-7.80E-13,-2.52E-12,-2.86E-12,9.25E-13,-1.53E-10,1.03E-10,5.13E-07,-5.53E-07,-0.000166402,1.46E-05,0.00140532,0.000566833,-9.35E-12,-1.92E-11,6.22E-08,-5.35E-08,-4.75E-05,-1.40E-05,0.001023675,0.000963545,2.04E-13,1.93E-12,1.93E-08,-6.78E-09,-1.72E-05,-5.49E-06,0.000358837,0.001076532,3.08E-09,1.21E-09,-6.35E-06,-5.01E-06,-0.000193943,0.000739205,0.001388841,-0.000161889,3.03E-10,5.45E-10,-9.15E-07,-2.82E-06,-0.00031902,0.000265381,0.001491294,0.000169894,1.00003338,2.30E-05,1.00000215,1.00E-05,1.00017142,-0.000501355,0.99856776,0.000216538,1.0000664,4.82E-05,1.00000274,1.82E-06,1.00017583,-0.000212662,0.99844408,-0.000220553,1.00013471,9.92E-05,1.00000477,2.09E-06,1.00012267,-7.35E-05,0.99868077,-0.000779701,1.00000906,4.59E-06,1.00007033,-7.47E-06,0.999295771,-0.001070321,0.999089837,0.000511605,1.00001717,1.06E-05,1.00002944,1.45E-05,0.999899328,-0.000897487,0.998813391,0.000436681,-7.01E-18,-1.25E-17,6.12E-16,3.30E-14,3.23E-13,-1.67E-12,-3.35E-12,5.29E-13,2.42E-18,-8.17E-19,1.22E-16,3.16E-15,5.57E-13,-7.21E-13,-3.70E-12,-2.73E-13,-3.16E-19,2.00E-19,-1.84E-16,1.29E-15,3.76E-13,-2.20E-13,-3.47E-12,-1.48E-12,-2.25E-16,2.05E-16,2.06E-13,-3.37E-14,-2.34E-12,-2.46E-12,-2.33E-12,1.09E-12,-5.75E-17,-6.80E-18,9.33E-14,3.95E-14,-7.80E-13,-2.52E-12,-2.86E-12,9.25E-13,-1.53E-10,1.03E-10,5.13E-07,-5.53E-07,-0.000166402,1.46E-05,0.00140532,0.000566833,-9.35E-12,-1.92E-11,6.22E-08,-5.35E-08,-4.75E-05,-1.40E-05,0.001023675,0.000963545,2.04E-13,1.93E-12,1.93E-08,-6.78E-09,-1.72E-05,-5.49E-06,0.000358837,0.001076532,3.08E-09,1.21E-09,-6.35E-06,-5.01E-06,-0.000193943,0.000739205,0.001388841,-0.000161889,3.03E-10,5.45E-10,-9.15E-07,-2.82E-06,-0.00031902,0.000265381,0.001491294,0.000169894
-9600,0,30,1.05E-05,0.000173593,-0.00052154,-0.001450376,0.000229978,1.54E-10,5.77E-10,-2.74E-07,1.46E-06,0.000182462,-0.000220362,-0.001583131,-0.00020967,2.74E-11,-3.52E-11,-2.50E-07,3.88E-07,0.000126281,-7.49E-05,-0.00135424,-0.000780073,-1.06E-07,1.67E-08,7.15E-05,-7.26E-06,-0.000735591,-0.001087633,-0.00091816,0.000520985,-8.90E-09,-2.00E-08,2.91E-05,1.53E-05,-0.00011541,-0.00092403,-0.001198597,0.000448719,-7.14E-18,-1.28E-17,6.18E-16,3.44E-14,3.49E-13,-1.77E-12,-3.48E-12,5.69E-13,2.44E-18,-9.53E-19,1.25E-16,3.30E-15,5.96E-13,-7.49E-13,-3.85E-12,-2.56E-13,-3.65E-19,2.65E-19,-1.94E-16,1.34E-15,3.92E-13,-2.23E-13,-3.64E-12,-1.51E-12,-2.35E-16,2.12E-16,2.13E-13,-3.56E-14,-2.48E-12,-2.56E-12,-2.41E-12,1.13E-12,-5.93E-17,-7.57E-18,9.76E-14,4.10E-14,-8.36E-13,-2.66E-12,-2.97E-12,9.72E-13,-1.51E-10,1.06E-10,5.33E-07,-5.75E-07,-0.000176985,1.81E-05,0.001444097,0.000567211,-1.07E-11,-1.84E-11,6.52E-08,-5.53E-08,-5.09E-05,-1.59E-05,0.001062575,0.000976948,3.24E-13,1.91E-12,2.00E-08,-7.07E-09,-1.75E-05,-6.11E-06,0.000386501,0.001104539,3.25E-09,1.24E-09,-6.59E-06,-5.09E-06,-0.00018746,0.000770734,0.001416495,-0.000172776,2.99E-10,5.66E-10,-9.67E-07,-2.96E-06,-0.000328831,0.00028473,0.001525306,0.00016276,1.00003338,2.30E-05,1.00000215,1.03E-05,1.00017393,-0.000521817,0.9985497,0.000229886,1.0000664,4.82E-05,1.00000262,1.87E-06,1.00018287,-0.000220693,0.99841696,-0.000209786,1.00013471,9.92E-05,1.00000477,2.10E-06,1.00012684,-7.52E-05,0.998645902,-0.000780219,1.00000906,4.59E-06,1.00007236,-7.67E-06,0.999264598,-0.001087816,0.99908191,0.000520925,1.00001717,1.06E-05,1.00003028,1.49E-05,0.999884844,-0.000924257,0.99880147,0.000448644,-7.14E-18,-1.28E-17,6.18E-16,3.44E-14,3.49E-13,-1.77E-12,-3.48E-12,5.69E-13,2.44E-18,-9.53E-19,1.25E-16,3.30E-15,5.96E-13,-7.49E-13,-3.85E-12,-2.56E-13,-3.65E-19,2.65E-19,-1.94E-16,1.34E-15,3.92E-13,-2.23E-13,-3.64E-12,-1.51E-12,-2.35E-16,2.12E-16,2.13E-13,-3.56E-14,-2.48E-12,-2.56E-12,-2.41E-12,1.13E-12,-5.93E-17,-7.57E-18,9.76E-14,4.10E-14,-8.36E-13,-2.66E-12,-2.97E-12,9.72E-13,-1.51E-10,1.06E-10,5.33E-07,-5.75E-07,-0.000176985,1.81E-05,0.001444097,0.000567211,-1.07E-11,-1.84E-11,6.52E-08,-5.53E-08,-5.09E-05,-1.59E-05,0.001062575,0.000976948,3.24E-13,1.91E-12,2.00E-08,-7.07E-09,-1.75E-05,-6.11E-06,0.000386501,0.001104539,3.25E-09,1.24E-09,-6.59E-06,-5.09E-06,-0.00018746,0.000770734,0.001416495,-0.000172776,2.99E-10,5.66E-10,-9.67E-07,-2.96E-06,-0.000328831,0.00028473,0.001525306,0.00016276
-9500,0,30,1.08E-05,0.000176289,-0.00054296,-0.001468758,0.000243793,1.84E-10,5.89E-10,-2.82E-07,1.50E-06,0.000189994,-0.000228596,-0.001610896,-0.000198347,2.59E-11,-3.65E-11,-2.57E-07,3.99E-07,0.000130587,-7.66E-05,-0.001390277,-0.000780251,-1.09E-07,1.78E-08,7.36E-05,-7.47E-06,-0.000768152,-0.001105523,-0.000926212,0.000530535,-9.38E-09,-2.03E-08,3.00E-05,1.57E-05,-0.000130635,-0.000951919,-0.00121074,0.000461022,-7.28E-18,-1.32E-17,6.25E-16,3.59E-14,3.72E-13,-1.87E-12,-3.61E-12,6.10E-13,2.46E-18,-1.09E-18,1.28E-16,3.45E-15,6.36E-13,-7.80E-13,-4.01E-12,-2.37E-13,-4.13E-19,3.29E-19,-2.05E-16,1.40E-15,4.09E-13,-2.27E-13,-3.81E-12,-1.54E-12,-2.45E-16,2.20E-16,2.20E-13,-3.76E-14,-2.62E-12,-2.67E-12,-2.50E-12,1.18E-12,-6.13E-17,-8.38E-18,1.02E-13,4.26E-14,-8.97E-13,-2.80E-12,-3.07E-12,1.02E-12,-1.47E-10,1.08E-10,5.54E-07,-5.97E-07,-0.000188163,2.17E-05,0.001483886,0.000567402,-1.21E-11,-1.74E-11,6.83E-08,-5.72E-08,-5.43E-05,-1.81E-05,0.001102671,0.000990498,4.58E-13,1.87E-12,2.06E-08,-7.36E-09,-1.76E-05,-6.73E-06,0.000415241,0.001133299,3.43E-09,1.27E-09,-6.84E-06,-5.14E-06,-0.000180621,0.000803448,0.001444773,-0.000183994,2.93E-10,5.88E-10,-1.02E-06,-3.10E-06,-0.000339149,0.000304904,0.001560124,0.00015532,1.00003338,2.30E-05,1.00000215,1.07E-05,1.00017667,-0.000543236,0.998531342,0.000243701,1.0000664,4.82E-05,1.00000262,1.91E-06,1.00019038,-0.000228927,0.998389244,-0.000198462,1.00013471,9.92E-05,1.00000477,2.11E-06,1.00013113,-7.70E-05,0.9986099,-0.000780397,1.00000906,4.59E-06,1.00007439,-7.87E-06,0.999232054,-0.001105706,0.999073863,0.000530475,1.00001717,1.06E-05,1.00003123,1.54E-05,0.999869645,-0.000952145,0.99878931,0.000460948,-7.28E-18,-1.32E-17,6.25E-16,3.59E-14,3.72E-13,-1.87E-12,-3.61E-12,6.10E-13,2.46E-18,-1.09E-18,1.28E-16,3.45E-15,6.36E-13,-7.80E-13,-4.01E-12,-2.37E-13,-4.13E-19,3.29E-19,-2.05E-16,1.40E-15,4.09E-13,-2.27E-13,-3.81E-12,-1.54E-12,-2.45E-16,2.20E-16,2.20E-13,-3.76E-14,-2.62E-12,-2.67E-12,-2.50E-12,1.18E-12,-6.13E-17,-8.38E-18,1.02E-13,4.26E-14,-8.97E-13,-2.80E-12,-3.07E-12,1.02E-12,-1.47E-10,1.08E-10,5.54E-07,-5.97E-07,-0.000188163,2.17E-05,0.001483886,0.000567402,-1.21E-11,-1.74E-11,6.83E-08,-5.72E-08,-5.43E-05,-1.81E-05,0.001102671,0.000990498,4.58E-13,1.87E-12,2.06E-08,-7.36E-09,-1.76E-05,-6.73E-06,0.000415241,0.001133299,3.43E-09,1.27E-09,-6.84E-06,-5.14E-06,-0.000180621,0.000803448,0.001444773,-0.000183994,2.93E-10,5.88E-10,-1.02E-06,-3.10E-06,-0.000339149,0.000304904,0.001560124,0.00015532
